import time: self [us] | cumulative | imported package
import time:       683 |        683 |                                                   torch.utils.data._utils.pin_memory
import time:       607 |        607 |                                                   torch.utils.data._utils.signal_handling
import time:      1676 |       1676 |                                                   torch.utils.data._utils.worker
import time:       589 |       5231 |                                                 torch.utils.data._utils
import time:        26 |       5256 |                                               torch.utils.data._utils.collate
import time:       849 |       6105 |                                             torch.utils.data.datapipes.iter.callable
import time:       751 |        751 |                                               torch.utils.data.sampler
import time:       939 |       1689 |                                             torch.utils.data.datapipes.iter.combinatorics
import time:      1214 |       1214 |                                             torch.utils.data.datapipes.iter.combining
import time:       470 |        470 |                                               torch.utils.data.datapipes.iter.utils
import time:       702 |       1171 |                                             torch.utils.data.datapipes.iter.filelister
import time:       679 |        679 |                                             torch.utils.data.datapipes.iter.fileopener
import time:       804 |        804 |                                               torch.utils.data.datapipes.iter.sharding
import time:      1133 |       1937 |                                             torch.utils.data.datapipes.iter.grouping
import time:       567 |        567 |                                               torch.utils.data.datapipes.utils.decoder
import time:       847 |       1414 |                                             torch.utils.data.datapipes.iter.routeddecoder
import time:       669 |        669 |                                             torch.utils.data.datapipes.iter.selecting
import time:       592 |        592 |                                             torch.utils.data.datapipes.iter.streamreader
import time:       690 |      16156 |                                           torch.utils.data.datapipes.iter
import time:       750 |        750 |                                             torch.utils.data.datapipes.map.callable
import time:       942 |        942 |                                             torch.utils.data.datapipes.map.combinatorics
import time:       957 |        957 |                                             torch.utils.data.datapipes.map.combining
import time:       764 |        764 |                                             torch.utils.data.datapipes.map.grouping
import time:       685 |        685 |                                             torch.utils.data.datapipes.map.utils
import time:       640 |       4735 |                                           torch.utils.data.datapipes.map
import time:      1072 |      33909 |                                         torch.utils.data.datapipes
import time:        18 |      33926 |                                       torch.utils.data.datapipes.iter
import time:        27 |      33953 |                                     torch.utils.data.datapipes.iter.sharding
import time:       754 |        754 |                                     torch.utils.data.graph
import time:       854 |      35560 |                                   torch.utils.data.graph_settings
import time:      1144 |      55991 |                                 torch.utils.data.dataloader
import time:       689 |        689 |                                 torch.utils.data.distributed
import time:       626 |      57304 |                               torch.utils.data
import time:       524 |        524 |                               torch.utils.deterministic
import time:       550 |        550 |                               torch.utils.hooks
import time:       747 |        747 |                               torch.utils.backend_registration
import time:       502 |        502 |                               torch.utils.cpp_backtrace
import time:       498 |        498 |                               torch.utils.throughput_benchmark
import time:       899 |      62835 |                             torch.utils
import time:       719 |        719 |                             torchgen
import time:       752 |        752 |                                 torchgen.code_template
import time:      1130 |       1882 |                               torchgen.utils
import time:     14413 |      16294 |                             torchgen.model
import time:      1554 |      81400 |                           torch.utils._python_dispatch
import time:      1913 |      85071 |                         torch.nn.modules.module
import time:      1181 |       1181 |                               torch.distributed.rpc
import time:      1316 |       1316 |                                           pickletools
import time:       668 |        668 |                                           torch.package._digraph
import time:       634 |        634 |                                           torch.package._importlib
import time:       543 |        543 |                                           torch.package._mangling
import time:       613 |        613 |                                             torch.package.importer
import time:       520 |       1133 |                                           torch.package._package_pickler
import time:       603 |        603 |                                           torch.package._stdlib
import time:       605 |        605 |                                           torch.package.find_file_dependencies
import time:       581 |        581 |                                           torch.package.glob_group
import time:      1500 |       7579 |                                         torch.package.package_exporter
import time:       620 |       8199 |                                       torch.package.analyze.find_first_use_of_broken_modules
import time:       639 |        639 |                                       torch.package.analyze.trace_dependencies
import time:       666 |       9503 |                                     torch.package.analyze
import time:       682 |      10185 |                                   torch.package.analyze.is_from_package
import time:       817 |        817 |                                   torch.package.file_structure_representation
import time:       628 |        628 |                                     torch.package._directory_reader
import time:       559 |        559 |                                     torch.package._package_unpickler
import time:      1196 |       2382 |                                   torch.package.package_importer
import time:       985 |      14369 |                                 torch.package
import time:        30 |      14398 |                               torch.package._mangling
import time:       748 |        748 |                               torch._awaits
import time:      1077 |       1077 |                               torch.futures
import time:      2068 |      19470 |                             torch._jit_internal
import time:      2728 |       2728 |                             torch._torch_docs
import time:       989 |        989 |                             torch.nn._reduction
import time:       663 |        663 |                               torch.nn.modules.utils
import time:       869 |       1531 |                             torch.nn.grad
import time:      9745 |      34461 |                           torch.nn.functional
import time:      1180 |       1180 |                           torch.nn.init
import time:       722 |        722 |                           torch.nn.modules.lazy
import time:      1146 |      37508 |                         torch.nn.modules.linear
import time:      1107 |       1107 |                         torch.nn.modules.activation
import time:      1068 |       1068 |                           torch.nn.modules.container
import time:       696 |       1763 |                         torch.nn.modules.adaptive
import time:      4847 |       4847 |                                   torch.utils._pytree
import time:       854 |       5701 |                                 torch._vmap_internals
import time:       730 |        730 |                                     torch.utils._contextlib
import time:      1066 |       1795 |                                   torch.autograd.grad_mode
import time:      1326 |       3121 |                                 torch.autograd.forward_ad
import time:      1033 |       1033 |                                 torch.autograd.functional
import time:       552 |        552 |                                   torch.autograd.variable
import time:      1435 |       1986 |                                 torch.autograd.graph
import time:       705 |        705 |                                 torch.autograd.anomaly_mode
import time:       536 |        536 |                                   torch._functorch
import time:       486 |        486 |                                         torch.utils._exposed_in
import time:       715 |       1201 |                                       torch._functorch.utils
import time:       881 |        881 |                                       torch._functorch.vmap
import time:       711 |       2792 |                                     torch._functorch.apis
import time:      1409 |       1409 |                                       torch._functorch.pyfunctorch
import time:      1193 |       2602 |                                     torch._ops
import time:      1235 |       6628 |                                   torch._functorch.autograd_function
import time:       933 |       8095 |                                 torch.autograd.function
import time:       574 |        574 |                                     torch.testing._utils
import time:        75 |         75 |                                       cmath
import time:      1658 |       1733 |                                     torch.testing._comparison
import time:      1025 |       1025 |                                     torch.testing._creation
import time:       601 |       3933 |                                   torch.testing
import time:      1534 |       5466 |                                 torch.autograd.gradcheck
import time:       967 |        967 |                                   torch.autograd.profiler_util
import time:      1557 |       2524 |                                 torch.autograd.profiler
import time:      1936 |      30564 |                               torch.autograd
import time:        20 |      30584 |                             torch.autograd.function
import time:       805 |      31388 |                           torch.nn.modules._functions
import time:       855 |      32243 |                         torch.nn.modules.batchnorm
import time:       671 |        671 |                         torch.nn.modules.channelshuffle
import time:      1635 |       1635 |                           torch.nn.common_types
import time:      1192 |       2827 |                         torch.nn.modules.conv
import time:       712 |        712 |                         torch.nn.modules.distance
import time:       651 |        651 |                         torch.nn.modules.dropout
import time:       647 |        647 |                         torch.nn.modules.flatten
import time:       577 |        577 |                         torch.nn.modules.fold
import time:       668 |        668 |                         torch.nn.modules.instancenorm
import time:      1055 |       1055 |                         torch.nn.modules.loss
import time:       701 |        701 |                         torch.nn.modules.normalization
import time:       898 |        898 |                         torch.nn.modules.padding
import time:       725 |        725 |                         torch.nn.modules.pixelshuffle
import time:      1290 |       1290 |                         torch.nn.modules.pooling
import time:       550 |        550 |                                   torch.__future__
import time:       655 |       1204 |                                 torch.nn.utils.parametrize
import time:       942 |       2145 |                               torch.nn.utils.parametrizations
import time:       968 |        968 |                               torch.nn.utils.rnn
import time:       716 |        716 |                                 torch.nn.utils._named_member_accessor
import time:       701 |       1416 |                               torch.nn.utils.stateless
import time:       646 |        646 |                                 torch.utils._foreach_utils
import time:       645 |       1291 |                               torch.nn.utils.clip_grad
import time:       677 |        677 |                               torch.nn.utils.convert_parameters
import time:       643 |        643 |                               torch.nn.utils.fusion
import time:       642 |        642 |                               torch.nn.utils.init
import time:       521 |        521 |                               torch.nn.utils.memory_format
import time:       623 |        623 |                               torch.nn.utils.spectral_norm
import time:       571 |        571 |                               torch.nn.utils.weight_norm
import time:       750 |      10242 |                             torch.nn.utils
import time:        21 |      10262 |                           torch.nn.utils.rnn
import time:      3856 |      14118 |                         torch.nn.modules.rnn
import time:      1314 |       1314 |                         torch.nn.modules.sparse
import time:      1297 |       1297 |                         torch.nn.modules.transformer
import time:       873 |        873 |                         torch.nn.modules.upsampling
import time:       991 |     187695 |                       torch.nn.modules
import time:       658 |        658 |                             torch.backends.cpu
import time:       870 |        870 |                             torch.backends.cuda
import time:       715 |        715 |                             torch.backends.cudnn
import time:       752 |        752 |                             torch.backends.cusparselt
import time:       573 |        573 |                             torch.backends.mha
import time:       709 |        709 |                             torch.backends.mkl
import time:       737 |        737 |                             torch.backends.mkldnn
import time:       933 |        933 |                                     torch._library.utils
import time:      1061 |       1993 |                                   torch._library.autograd
import time:       715 |        715 |                                   torch._library.fake_impl
import time:       610 |        610 |                                   torch._library.simple_registry
import time:      1285 |       1285 |                                   torch._library.fake_class_registry
import time:       895 |        895 |                                     torch._library.custom_ops
import time:      1642 |       1642 |                                     torch._library.infer_schema
import time:       793 |       3330 |                                   torch._library.triton
import time:       673 |       8605 |                                 torch._library
import time:      1258 |       9862 |                               torch.library
import time:       852 |      10713 |                             torch.backends.mps
import time:      1130 |       1130 |                             torch.backends.nnpack
import time:       611 |        611 |                             torch.backends.openmp
import time:       649 |        649 |                             torch.backends.quantized
import time:       806 |      18919 |                           torch.backends
import time:        27 |      18945 |                         torch.backends.cuda
import time:       791 |      19735 |                       torch.nn.attention
import time:       631 |        631 |                           torch.nn.parallel.parallel_apply
import time:       694 |        694 |                               torch.cuda.nccl
import time:       714 |       1408 |                             torch.nn.parallel.comm
import time:       941 |       2349 |                           torch.nn.parallel.replicate
import time:       678 |        678 |                             torch.nn.parallel._functions
import time:       758 |       1435 |                           torch.nn.parallel.scatter_gather
import time:      1723 |       6136 |                         torch.nn.parallel.data_parallel
import time:      1085 |       1085 |                               torch.distributed.algorithms.join
import time:       843 |       1927 |                             torch.distributed.algorithms
import time:        23 |       1950 |                           torch.distributed.algorithms.join
import time:      1026 |       1026 |                           torch.distributed.utils
import time:      2002 |       4977 |                         torch.nn.parallel.distributed
import time:       655 |      11768 |                       torch.nn.parallel
import time:       648 |     220678 |                     torch.nn
import time:        23 |     220700 |                   torch.nn.functional
import time:       625 |        625 |                     torch._linalg_utils
import time:       907 |       1532 |                   torch._lowrank
import time:      4036 |     226267 |                 torch.functional
import time:       925 |        925 |                 torch.__config__
import time:       801 |        801 |                     torch.cpu.amp.autocast_mode
import time:       697 |        697 |                     torch.cpu.amp.grad_scaler
import time:       912 |       2409 |                   torch.cpu.amp
import time:      1012 |       3420 |                 torch.cpu
import time:       953 |        953 |                     torch.distributions.constraints
import time:       777 |        777 |                     torch.distributions.utils
import time:      1506 |       3235 |                   torch.distributions.transforms
import time:       694 |        694 |                       torch.distributions.distribution
import time:       564 |       1258 |                     torch.distributions.exp_family
import time:       747 |       2004 |                   torch.distributions.bernoulli
import time:       747 |        747 |                     torch.distributions.dirichlet
import time:       759 |       1505 |                   torch.distributions.beta
import time:       758 |        758 |                   torch.distributions.binomial
import time:       839 |        839 |                   torch.distributions.categorical
import time:       622 |        622 |                   torch.distributions.cauchy
import time:       552 |        552 |                     torch.distributions.gamma
import time:       601 |       1152 |                   torch.distributions.chi2
import time:       650 |        650 |                   torch.distributions.constraint_registry
import time:       660 |        660 |                   torch.distributions.continuous_bernoulli
import time:       611 |        611 |                   torch.distributions.exponential
import time:       588 |        588 |                   torch.distributions.fishersnedecor
import time:       590 |        590 |                   torch.distributions.geometric
import time:       687 |        687 |                       torch.distributions.independent
import time:       764 |       1450 |                     torch.distributions.transformed_distribution
import time:       708 |        708 |                     torch.distributions.uniform
import time:       658 |       2815 |                   torch.distributions.gumbel
import time:       691 |        691 |                   torch.distributions.half_cauchy
import time:       708 |        708 |                     torch.distributions.normal
import time:       640 |       1347 |                   torch.distributions.half_normal
import time:       594 |        594 |                   torch.distributions.inverse_gamma
import time:       609 |        609 |                     torch.distributions.laplace
import time:       597 |        597 |                       torch.distributions.multivariate_normal
import time:       671 |       1268 |                     torch.distributions.lowrank_multivariate_normal
import time:       615 |        615 |                     torch.distributions.one_hot_categorical
import time:       699 |        699 |                     torch.distributions.pareto
import time:       771 |        771 |                     torch.distributions.poisson
import time:       964 |       4922 |                   torch.distributions.kl
import time:       744 |        744 |                   torch.distributions.kumaraswamy
import time:       649 |        649 |                   torch.distributions.lkj_cholesky
import time:       586 |        586 |                   torch.distributions.log_normal
import time:       628 |        628 |                   torch.distributions.logistic_normal
import time:       694 |        694 |                   torch.distributions.mixture_same_family
import time:       617 |        617 |                   torch.distributions.multinomial
import time:       607 |        607 |                   torch.distributions.negative_binomial
import time:       659 |        659 |                   torch.distributions.relaxed_bernoulli
import time:       601 |        601 |                   torch.distributions.relaxed_categorical
import time:       579 |        579 |                   torch.distributions.studentT
import time:       928 |        928 |                         torch.jit._builtins
import time:       818 |        818 |                         torch.distributed.autograd
import time:      2136 |       3881 |                       torch.jit._async
import time:       553 |        553 |                       torch.jit._await
import time:       549 |        549 |                       torch.jit._decomposition_utils
import time:       575 |        575 |                           torch._classes
import time:       631 |        631 |                           torch.jit._fuser
import time:       298 |        298 |                             monkeytype
import time:       774 |       1072 |                           torch.jit._monkeytype_config
import time:       740 |        740 |                             torch.jit._check
import time:       606 |        606 |                             torch.jit._state
import time:       692 |        692 |                               torch.jit.annotations
import time:       590 |        590 |                               torch.jit._dataclass_impls
import time:       303 |        303 |                               astunparse
import time:       950 |       2533 |                             torch.jit.frontend
import time:      1692 |       5570 |                           torch.jit._recursive
import time:       604 |        604 |                           torch.jit._serialization
import time:      1402 |       9851 |                         torch.jit._script
import time:       675 |      10526 |                       torch.jit._freeze
import time:       777 |        777 |                       torch.jit._ir_utils
import time:      1678 |       1678 |                       torch.jit._trace
import time:       833 |      18795 |                     torch.jit
import time:       780 |      19574 |                   torch.distributions.von_mises
import time:       990 |        990 |                   torch.distributions.weibull
import time:       874 |        874 |                   torch.distributions.wishart
import time:      1241 |      52613 |                 torch.distributions
import time:       845 |        845 |                 torch.fft
import time:      1027 |       1027 |                 torch.hub
import time:       925 |        925 |                 torch.linalg
import time:       859 |        859 |                   torch.mps.profiler
import time:       683 |        683 |                   torch.mps.event
import time:       862 |       2403 |                 torch.mps
import time:       768 |        768 |                   torch.mtia._utils
import time:      1039 |       1806 |                 torch.mtia
import time:       664 |        664 |                     multiprocessing.util
import time:       729 |        729 |                     multiprocessing.resource_sharer
import time:       754 |       2146 |                   torch.multiprocessing.reductions
import time:       849 |        849 |                       _multiprocessing
import time:       921 |       1769 |                     multiprocessing.connection
import time:       776 |       2544 |                   torch.multiprocessing.spawn
import time:       775 |       5464 |                 torch.multiprocessing
import time:      1127 |       1127 |                 torch.nested
import time:      1301 |       1301 |                     torch.optim.optimizer
import time:      1583 |       2883 |                   torch.optim.lr_scheduler
import time:      1029 |       1029 |                   torch.optim.swa_utils
import time:       958 |        958 |                   torch.optim._adafactor
import time:       765 |        765 |                   torch.optim.adadelta
import time:       870 |        870 |                   torch.optim.adagrad
import time:       986 |        986 |                   torch.optim.adam
import time:       926 |        926 |                   torch.optim.adamax
import time:       846 |        846 |                   torch.optim.adamw
import time:       741 |        741 |                   torch.optim.asgd
import time:       616 |        616 |                   torch.optim.lbfgs
import time:       736 |        736 |                   torch.optim.nadam
import time:       943 |        943 |                   torch.optim.radam
import time:       761 |        761 |                   torch.optim.rmsprop
import time:       647 |        647 |                   torch.optim.rprop
import time:       735 |        735 |                   torch.optim.sgd
import time:       556 |        556 |                     torch.optim._functional
import time:       678 |       1234 |                   torch.optim.sparse_adam
import time:      1070 |      16737 |                 torch.optim
import time:       848 |        848 |                     gzip
import time:      1288 |       1288 |                       torch.profiler._utils
import time:      3516 |       4804 |                     torch.profiler._memory_profiler
import time:      1137 |       6788 |                   torch.profiler.profiler
import time:       879 |        879 |                   torch.profiler.itt
import time:       753 |       8419 |                 torch.profiler
import time:       816 |        816 |                 torch.special
import time:       658 |        658 |                   torch.xpu._utils
import time:       644 |        644 |                   torch.xpu.streams
import time:       783 |        783 |                   torch.xpu.memory
import time:       570 |        570 |                   torch.xpu.random
import time:       984 |       3638 |                 torch.xpu
import time:       706 |        706 |                     torch.signal.windows.windows
import time:       618 |       1323 |                   torch.signal.windows
import time:       539 |       1862 |                 torch.signal
import time:       740 |        740 |                 torch.ao
import time:       757 |        757 |                     torch.ao.nn
import time:      1506 |       1506 |                       torch.ao.nn.intrinsic.modules.fused
import time:       709 |       2215 |                     torch.ao.nn.intrinsic.modules
import time:       918 |       3889 |                   torch.ao.nn.intrinsic
import time:       697 |        697 |                     torch.nn.intrinsic.modules.fused
import time:       880 |       1576 |                   torch.nn.intrinsic.modules
import time:       897 |        897 |                                   torch.ao.nn.qat.modules.conv
import time:       627 |        627 |                                   torch.ao.nn.qat.modules.embedding_ops
import time:       560 |        560 |                                   torch.ao.nn.qat.modules.linear
import time:      1229 |       3311 |                                 torch.ao.nn.qat.modules
import time:       540 |       3851 |                               torch.ao.nn.qat
import time:      1254 |       5104 |                             torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       668 |        668 |                             torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       627 |        627 |                             torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:      1019 |       7417 |                           torch.ao.nn.intrinsic.qat.modules
import time:       622 |       8039 |                         torch.ao.nn.intrinsic.qat
import time:       656 |       8695 |                       torch.nn.intrinsic.qat.modules.conv_fused
import time:       771 |        771 |                       torch.nn.intrinsic.qat.modules.linear_fused
import time:       608 |        608 |                       torch.nn.intrinsic.qat.modules.linear_relu
import time:       676 |      10750 |                     torch.nn.intrinsic.qat.modules
import time:       542 |      11292 |                   torch.nn.intrinsic.qat
import time:       971 |        971 |                                               torch.ao.nn.quantizable.modules.activation
import time:       912 |        912 |                                               torch.ao.nn.quantizable.modules.rnn
import time:       806 |       2688 |                                             torch.ao.nn.quantizable.modules
import time:       520 |       3207 |                                           torch.ao.nn.quantizable
import time:      1220 |       1220 |                                           torch.ao.nn.quantized.modules.activation
import time:       704 |        704 |                                           torch.ao.nn.quantized.modules.batchnorm
import time:       568 |        568 |                                             torch.ao.nn.quantized.modules.utils
import time:       986 |       1553 |                                           torch.ao.nn.quantized.modules.conv
import time:       609 |        609 |                                           torch.ao.nn.quantized.modules.dropout
import time:       663 |        663 |                                           torch.ao.nn.quantized.modules.embedding_ops
import time:       701 |        701 |                                           torch.ao.nn.quantized.modules.functional_modules
import time:       764 |        764 |                                           torch.ao.nn.quantized.modules.linear
import time:       851 |        851 |                                           torch.ao.nn.quantized.modules.normalization
import time:       663 |        663 |                                           torch.ao.nn.quantized.modules.rnn
import time:       728 |      11659 |                                         torch.ao.nn.quantized.modules
import time:        20 |      11679 |                                       torch.ao.nn.quantized.modules.utils
import time:       754 |      12432 |                                     torch.ao.nn.quantized.functional
import time:       540 |      12972 |                                   torch.ao.nn.quantized
import time:       682 |      13653 |                                 torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       831 |        831 |                                 torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       695 |        695 |                                 torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:      1552 |       1552 |                                 torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       699 |      17429 |                               torch.ao.nn.intrinsic.quantized.modules
import time:       563 |      17991 |                             torch.ao.nn.intrinsic.quantized
import time:       980 |        980 |                                     torch.ao.nn.quantized.dynamic.modules.conv
import time:      1019 |       1019 |                                     torch.ao.nn.quantized.dynamic.modules.linear
import time:      1338 |       1338 |                                     torch.ao.nn.quantized.dynamic.modules.rnn
import time:       768 |       4104 |                                   torch.ao.nn.quantized.dynamic.modules
import time:       505 |       4608 |                                 torch.ao.nn.quantized.dynamic
import time:       687 |       5295 |                               torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       723 |       6017 |                             torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:       798 |      24805 |                           torch.ao.nn.intrinsic.quantized.dynamic
import time:       534 |      25339 |                         torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       576 |      25914 |                       torch.nn.intrinsic.quantized.dynamic.modules
import time:       689 |      26602 |                     torch.nn.intrinsic.quantized.dynamic
import time:       717 |        717 |                       torch.nn.intrinsic.quantized.modules.bn_relu
import time:       501 |        501 |                       torch.nn.intrinsic.quantized.modules.conv_relu
import time:       480 |        480 |                       torch.nn.intrinsic.quantized.modules.linear_relu
import time:       750 |       2447 |                     torch.nn.intrinsic.quantized.modules
import time:       689 |      29738 |                   torch.nn.intrinsic.quantized
import time:       769 |      47261 |                 torch.nn.intrinsic
import time:       754 |        754 |                                 torch.ao.nn.qat.dynamic.modules.linear
import time:       785 |       1539 |                               torch.ao.nn.qat.dynamic.modules
import time:       665 |       2204 |                             torch.ao.nn.qat.dynamic
import time:        15 |       2218 |                           torch.ao.nn.qat.dynamic.modules
import time:        20 |       2237 |                         torch.ao.nn.qat.dynamic.modules.linear
import time:       666 |       2903 |                       torch.nn.qat.dynamic.modules.linear
import time:       568 |       3471 |                     torch.nn.qat.dynamic.modules
import time:       595 |       4065 |                   torch.nn.qat.dynamic
import time:       767 |        767 |                     torch.nn.qat.modules.conv
import time:       500 |        500 |                     torch.nn.qat.modules.embedding_ops
import time:       466 |        466 |                     torch.nn.qat.modules.linear
import time:       636 |       2368 |                   torch.nn.qat.modules
import time:       633 |       7066 |                 torch.nn.qat
import time:       625 |        625 |                   torch.nn.quantizable.modules
import time:       520 |       1145 |                 torch.nn.quantizable
import time:       615 |        615 |                   torch.nn.quantized.dynamic
import time:       446 |        446 |                   torch.nn.quantized.functional
import time:       587 |        587 |                   torch.nn.quantized.modules
import time:       559 |       2206 |                 torch.nn.quantized
import time:       826 |        826 |                 torch._size_docs
import time:       921 |        921 |                 torch._storage_docs
import time:      1374 |       1374 |                 torch._tensor_docs
import time:       592 |        592 |                               torch.ao.quantization.quant_type
import time:       642 |        642 |                                   torch.fx._compatibility
import time:       589 |        589 |                                       torch.fx.immutable_collections
import time:      1227 |       1227 |                                       torch.fx.operator_schemas
import time:      9484 |      11299 |                                     torch.fx.node
import time:      1159 |       1159 |                                       torch.return_types
import time:      1587 |       2745 |                                     torch.fx._pytree
import time:      3274 |      17318 |                                   torch.fx.graph
import time:      1422 |      19382 |                                 torch.fx.graph_module
import time:       747 |        747 |                                   torch.fx._lazy_graph_module
import time:       784 |        784 |                                     torch.utils._traceback
import time:       654 |        654 |                                     torch.fx.traceback
import time:      1489 |       2926 |                                   torch.fx.proxy
import time:      2080 |       5752 |                                 torch.fx._symbolic_trace
import time:       606 |        606 |                                   torch.fx.config
import time:      1603 |       2209 |                                 torch.fx.interpreter
import time:      2231 |       2231 |                                 torch.fx.subgraph_rewriter
import time:       810 |      30381 |                               torch.fx
import time:       864 |      31836 |                             torch.ao.quantization.utils
import time:      1105 |      32941 |                           torch.ao.quantization.observer
import time:       840 |      33781 |                         torch.ao.quantization.fake_quantize
import time:       674 |        674 |                           torch.ao.quantization.fuser_method_mappings
import time:       849 |       1522 |                         torch.ao.quantization.fuse_modules
import time:       651 |        651 |                           torch.ao.quantization.pt2e
import time:       791 |        791 |                               torch.ao.ns
import time:       830 |       1620 |                             torch.ao.ns.fx
import time:       882 |        882 |                             torch.ao.ns.fx.ns_types
import time:      1141 |       3642 |                           torch.ao.ns.fx.utils
import time:      2297 |       6589 |                         torch.ao.quantization.pt2e._numeric_debugger
import time:       856 |        856 |                         torch.ao.quantization.pt2e.export_utils
import time:      1134 |       1134 |                         torch.ao.quantization.qconfig
import time:       760 |        760 |                         torch.ao.quantization.qconfig_mapping
import time:       607 |        607 |                                 torch.ao.nn.quantized.reference.modules.utils
import time:       955 |       1561 |                               torch.ao.nn.quantized.reference.modules.conv
import time:       646 |        646 |                               torch.ao.nn.quantized.reference.modules.linear
import time:       895 |        895 |                               torch.ao.nn.quantized.reference.modules.rnn
import time:       665 |        665 |                               torch.ao.nn.quantized.reference.modules.sparse
import time:       869 |       4633 |                             torch.ao.nn.quantized.reference.modules
import time:       707 |       5340 |                           torch.ao.nn.quantized.reference
import time:       758 |        758 |                                   torch.ao.nn.sparse.quantized.linear
import time:       636 |        636 |                                   torch.ao.nn.sparse.quantized.utils
import time:       906 |       2299 |                                 torch.ao.nn.sparse.quantized.dynamic.linear
import time:       669 |       2967 |                               torch.ao.nn.sparse.quantized.dynamic
import time:       709 |       3676 |                             torch.ao.nn.sparse.quantized
import time:       606 |       4281 |                           torch.ao.nn.sparse
import time:       749 |        749 |                           torch.ao.quantization.stubs
import time:      1357 |      11726 |                         torch.ao.quantization.quantization_mappings
import time:      1164 |       1164 |                         torch.ao.quantization.quantize
import time:       898 |        898 |                         torch.ao.quantization.quantize_jit
import time:       954 |      59381 |                       torch.ao.quantization
import time:        28 |      59408 |                     torch.ao.quantization.fake_quantize
import time:       605 |      60013 |                   torch.quantization.fake_quantize
import time:       566 |        566 |                   torch.quantization.fuse_modules
import time:       483 |        483 |                   torch.quantization.fuser_method_mappings
import time:       474 |        474 |                   torch.quantization.observer
import time:       451 |        451 |                   torch.quantization.qconfig
import time:       459 |        459 |                   torch.quantization.quant_type
import time:       608 |        608 |                   torch.quantization.quantization_mappings
import time:       607 |        607 |                   torch.quantization.quantize
import time:       623 |        623 |                   torch.quantization.quantize_jit
import time:       544 |        544 |                   torch.quantization.stubs
import time:       887 |      65710 |                 torch.quantization
import time:       717 |        717 |                 torch.quasirandom
import time:       533 |        533 |                 torch.multiprocessing._atfork
import time:      1038 |       1038 |                 torch._lobpcg
import time:       528 |        528 |                     torch.masked._docs
import time:       823 |        823 |                           torch.masked.maskedtensor.core
import time:      4635 |       5457 |                         torch.masked.maskedtensor.binary
import time:      1675 |       1675 |                         torch.masked.maskedtensor.passthrough
import time:       467 |        467 |                           torch.masked.maskedtensor.creation
import time:      1809 |       2275 |                         torch.masked.maskedtensor.reductions
import time:      4608 |       4608 |                         torch.masked.maskedtensor.unary
import time:       592 |      14606 |                       torch.masked.maskedtensor
import time:        22 |      14627 |                     torch.masked.maskedtensor.core
import time:      1059 |      16213 |                   torch.masked._ops
import time:       644 |      16856 |                 torch.masked
import time:      1067 |       1067 |                 torch.utils.dlpack
import time:       613 |        613 |                               torch._dispatch
import time:       732 |        732 |                                     unittest.util
import time:       767 |       1499 |                                   unittest.result
import time:      1103 |       1103 |                                   unittest.case
import time:      1041 |       1041 |                                   unittest.suite
import time:      1270 |       1270 |                                   unittest.loader
import time:       550 |        550 |                                       unittest.signals
import time:       611 |       1161 |                                     unittest.runner
import time:       811 |       1971 |                                   unittest.main
import time:       857 |       7738 |                                 unittest
